function,count,library
numpy.dtype == Type[numpy.uint16],2,pandas
numpy.ndarray // numpy.ndarray,2,skimage
numpy.ulonglong.dtype,2,pandas
numpy.concatenate(list[pandas.core.indexes.timedeltas.TimedeltaIndex]),2,pandas
"numpy.array(list[Union[numpy.datetime64, pandas._libs.tslibs.nattype.NaTType]])",2,pandas
"numpy.repeat(a=builtins.bool, repeats=int)",2,pandas
"numpy.array(list[Union[datetime.timedelta, pandas._libs.tslibs.nattype.NaTType]], copy=builtins.bool)",2,pandas
int == numpy.int32,2,pandas
"numpy.transpose(a=pandas.core.series.Series, axes=int)",2,pandas
"numpy.repeat(a=pandas.core.indexes.numeric.Int64Index, repeats=builtins.range)",2,pandas
numpy.int64 > numpy.int64,2,skimage
"numpy.asarray(a=pandas.core.arrays.timedeltas.TimedeltaArray, dtype=numpy.dtype)",2,pandas
"numpy.repeat(a=pandas.core.arrays.interval.IntervalArray, repeats=builtins.range)",2,pandas
"numpy.repeat(a=pandas.core.indexes.timedeltas.TimedeltaIndex, repeats=int)",2,pandas
"numpy.putmask(numpy.ndarray, numpy.ndarray, pandas._libs.tslibs.timedeltas.Timedelta)",2,pandas
"numpy.ndim(a=list[Union[NoneType, str]])",2,pandas
"numpy.repeat(a=pandas.core.arrays.categorical.Categorical, repeats=builtins.range)",2,pandas
"numpy.array(pandas.core.indexes.period.PeriodIndex, dtype=str)",2,pandas
"numpy.array(list[Union[float, numpy.timedelta64]])",2,pandas
"numpy.random.mtrand.RandomState.choice(numpy.random.mtrand.RandomState, int, int, replace=builtins.bool)",2,skimage
numpy.unicode_,2,pandas
"numpy.ndarray[slibuiltins.boole[numpy.int64, numpy.int64, NoneType]] = builtins.bool",2,pandas
"numpy.ndarray[tuple[int, slituple[int, int]e[NoneType, NoneType, NoneType]]] = tuple[int, int]",2,skimage
"numpy.testing._private.utils.assert_almost_equal(actual=numpy.ndarray, desired=int)",2,skimage
Type[numpy.float64] == Type[numpy.float64],2,pandas
"numpy.array(list[Union[float, int]], dtype=Type[builtins.float])",2,pandas
"numpy.array(list[int], dtype=Type[builtins.float])",2,pandas
"numpy.ndarray[slilist[tuple[int, str]]e[NoneType, NoneType, NoneType]] = list[tuple[int, str]]",2,pandas
"numpy.array(tuple[tuple[int, int], tuple[int, int], tuple[int, int], tuple[int, int]])",2,skimage
numpy.lib.stride_tricks,2,pandas
numpy.concatenate(list[pandas.core.indexes.datetimes.DatetimeIndex]),2,pandas
"numpy.ndim(a=list[Union[float, pandas._libs.tslibs.nattype.NaTType, str]])",2,pandas
numpy.finfo(dtype=Type[numpy.float64]),2,pandas
numpy.timedelta64 == numpy.timedelta64,2,pandas
numpy.ndarray[numpy.ndarray] = numpy.timedelta64,2,pandas
numpy.finfo(dtype=str),2,pandas
numpy.array(pandas.core.arrays.timedeltas.TimedeltaArray),2,pandas
"numpy.testing._private.utils.assert_almost_equal(actual=numpy.int64, desired=int)",2,skimage
numpy.iinfo(int_type=Type[builtins.int]),2,pandas
"numpy.testing._private.utils.assert_array_almost_equal(x=tuple[numpy.float64, numpy.float64], y=tuple[float, float])",2,skimage
numpy.ndim(a=list),2,pandas
numpy.ndarray[int] = numpy.complex128,2,pandas
"numpy.testing._private.utils.assert_array_almost_equal(x=tuple[int, int, int, int], y=tuple[int, int, int, int])",2,skimage
"numpy.asarray(a=list[Union[NoneType, str]])",2,pandas
numpy.sum(a=pandas.core.arrays.timedeltas.TimedeltaArray),2,pandas
"numpy.append(arr=numpy.ndarray, values=str)",2,pandas
"numpy.asarray(a=list[NoneType], dtype=Type[builtins.object])",2,pandas
"numpy.array(list[Union[NoneType, int]])",2,pandas
"numpy.array(pandas.core.arrays.boolean.BooleanArray, dtype=str)",2,pandas
"numpy.array(list[Union[builtins.bool, pandas._libs.missing.NAType]], dtype=str)",2,pandas
numpy.int64 ** int,2,skimage
numpy.int64 > float,2,pandas
"numpy.lituple[slice[NoneType, int, NoneType], slice[NoneType, int, NoneType], slice[NoneType, int, NoneType]].index_tricks.MGridClass[tuple[slice[NoneType, int, NoneType], slice[NoneType, int, NoneType], slice[NoneType, int, NoneType]]]",2,skimage
numpy.ndarray[list[int]] = float,2,skimage
"numpy.array(tuple[numpy.ndarray, numpy.ndarray])",2,skimage
numpy.finfo(dtype=Type[numpy.float32]),2,pandas
numpy.ndarray[numpy.ndarray] = numpy.datetime64,2,pandas
"numpy.asarray(a=list[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.period.Period]], dtype=Type[builtins.object])",2,pandas
"numpy.sum(a=list[numpy.ndarray], axis=int)",2,skimage
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.uint64, side=NoneType, sorter=str)",2,pandas
"numpy.arange(int, dtype=Type[numpy.int32])",2,pandas
numpy.ndarray &= numpy.ndarray,2,pandas
numpy.asarray(a=list[datetime.datetime]),2,pandas
"numpy.array(list[Union[int, pandas._libs.missing.NAType]], copy=builtins.bool)",2,pandas
"numpy.asarray(a=list[builtins.bool], dtype=Type[builtins.object])",2,pandas
"numpy.asarray(a=list[pandas._libs.tslibs.period.Period], dtype=NoneType)",2,pandas
numpy.ndarray[int] = datetime.date,2,pandas
"numpy.ndarray.searchsorted(numpy.ndarray, int, side=NoneType, sorter=str)",2,pandas
"numpy.mean(a=numpy.ndarray, dtype=Type[numpy.float64])",2,skimage
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.uint16, side=NoneType, sorter=str)",2,pandas
numpy.iinfo(int_type=Type[numpy.int8]),2,pandas
"numpy.asarray(a=pandas.core.arrays.string_.StringArray, dtype=Type[builtins.object])",2,pandas
numpy.iinfo(int_type=Type[numpy.int32]),2,pandas
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.int32, side=NoneType, sorter=str)",2,pandas
"numpy.array(list[Union[builtins.bool, float]], dtype=Type[builtins.object])",2,pandas
"numpy.ndarray[tuple[slice[NoneType, int, NoneType], int]]",2,pandas
"numpy.ndarray[slinumpy.ndarraye[int, NoneType, NoneType]] = numpy.ndarray",2,pandas
"numpy.array(pandas.core.arrays.datetimes.DatetimeArray, copy=builtins.bool)",2,pandas
"numpy.testing._private.utils.assert_equal(actual=builtins.bool, desired=builtins.bool, err_msg=str)",2,skimage
"numpy.array(numpy.ndarray, dtype=numpy.dtype)",2,pandas
"numpy.array(list[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.timedeltas.Timedelta]], dtype=Type[builtins.object])",2,pandas
"numpy.asarray(a=pandas.core.arrays.timedeltas.TimedeltaArray, dtype=str)",2,pandas
numpy.finfo.eps,2,pandas
numpy.all(a=numpy.bool_),2,pandas
numpy.lib,2,pandas
"numpy.testing._private.utils.assert_almost_equal(actual=numpy.int64, desired=numpy.int64)",2,skimage
numpy.ndarray[numpy.ndarray] = numpy.uint32,2,pandas
numpy.ndarray[numpy.ndarray] = numpy.uint64,2,pandas
numpy.ndarray[numpy.ndarray] = numpy.int16,2,pandas
"numpy.frombuffer(builtins.bytes, count=str, dtype=int)",2,pandas
"numpy.where(builtins.bool, builtins.bool, numpy.ndarray)",2,pandas
int ** numpy.ndarray,2,pandas
"numpy.ones(dtype=Type[numpy.int32], shape=int)",2,pandas
"numpy.frombuffer(builtins.bytes, count=numpy.dtype, dtype=int)",2,pandas
numpy.ndarray ** pandas.core.arrays.integer.IntegerArray,2,pandas
numpy.int16 == int,2,pandas
"numpy.ufunc.reduce(numpy.ufunc, list[numpy.ndarray])",2,skimage
numpy.ndarray.tobytes(numpy.recarray),2,pandas
"numpy.where(numpy.bool_, builtins.bool, numpy.ndarray)",2,pandas
numpy.ndarray[numpy.int64] = builtins.bool,2,skimage
numpy.ndarray * numpy.int64,2,skimage
"numpy.array(pandas.core.indexes.datetimes.DatetimeIndex, copy=builtins.bool)",2,pandas
"numpy.array(list[numpy.timedelta64], copy=builtins.bool)",2,pandas
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], list]]",2,pandas
numpy.sin(pandas.core.series.Series),2,pandas
numpy.cos(numpy.ndarray),2,pandas
"numpy.array(list[pandas._libs.missing.NAType], dtype=Type[builtins.object])",2,pandas
numpy.stack(arrays=list[numpy.ndarray]),2,skimage
numpy.lib.stride_tricks.as_strided,2,pandas
numpy.ndarray[numpy.ndarray] = numpy.uint16,2,pandas
"numpy.array(list[Union[builtins.bool, int]], copy=numpy.dtype, dtype=builtins.bool)",2,pandas
numpy.ndarray[numpy.ndarray] = numpy.uint8,2,pandas
"numpy.array(list[pandas._libs.tslibs.timestamps.Timestamp], copy=builtins.bool)",2,pandas
"numpy.apply_along_axis(arr=int, axis=numpy.ndarray, func1d=builtins.function)",2,skimage
"numpy.array(list[Union[NoneType, str]], copy=builtins.bool)",2,pandas
"numpy.asarray(a=list[Union[NoneType, str]], dtype=Type[builtins.object])",2,pandas
"numpy.ndarray.mean(numpy.ndarray, int)",2,skimage
"numpy.arctan2(numpy.float64, numpy.float64)",2,skimage
"numpy.ndarray[slinumpy.ndarraye[int, NoneType, int]] = numpy.ndarray",2,skimage
"numpy.asanyarray(a=list[int], dtype=Type[numpy.int8])",2,pandas
"numpy.array(list[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.timestamps.Timestamp]], copy=builtins.bool)",2,pandas
"numpy.array(list[int], Type[builtins.float])",2,skimage
numpy.int,2,pandas
"numpy.array(list[builtins.bool], copy=builtins.bool)",2,pandas
numpy.ndarray[numpy.ndarray] = numpy.int32,2,pandas
"numpy.asarray(a=pandas.core.indexes.base.Index, dtype=Type[builtins.bool])",2,pandas
numpy.ndarray[tuple[numpy.ndarray]],2,pandas
numpy.str_ in pandas.core.indexes.base.Index,2,pandas
Type[numpy.int16] == Type[numpy.int16],2,pandas
pandas.core.series.Series > numpy.ndarray,2,pandas
Type[numpy.int16] == Type[numpy.int8],2,pandas
"numpy.ndarray[tuple[numpy.int64, slice[NoneType, NoneType, NoneType]]]",2,skimage
numpy.ndim(a=int),2,pandas
"numpy.argsort(a=pandas.core.arrays.categorical.Categorical, kind=str)",2,pandas
numpy.ndarray[numpy.ndarray] = numpy.int8,2,pandas
numpy.float64(x=numpy.float64),2,pandas
"numpy.asarray(a=list[Union[float, pandas._libs.tslibs.nattype.NaTType, str]])",2,pandas
numpy.float64(x=numpy.int64),2,pandas
"numpy.ones(shape=tuple[int, int, int])",2,pandas
"numpy.array(list[list[int]], dtype=numpy.dtype)",2,pandas
"numpy.putmask(numpy.ndarray, numpy.ndarray, pandas._libs.tslibs.period.Period)",2,pandas
numpy.prod(a=numpy.ndarray),2,pandas
"numpy.zeros(numpy.int64, dtype=numpy.dtype)",2,skimage
numpy.prod(a=numpy.ndarray),2,skimage
numpy.ndarray == numpy.float64,2,pandas
"numpy.reshape(a=numpy.ndarray, newshape=tuple[int, int])",2,pandas
"numpy.ndarray[slilist[Union[int, pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timestamps.Timestamp]]e[NoneType, NoneType, NoneType]] = list[Union[int, pandas._libs.tslibs.timedeltas.Timedelta, pandas._libs.tslibs.timestamps.Timestamp]]",2,pandas
numpy.bool_.item,2,pandas
"numpy.array_equal(a1=numpy.ndarray, a2=numpy.ndarray)",2,skimage
numpy.any(a=pandas.core.frame.DataFrame),2,pandas
numpy.transpose(a=numpy.ndarray),2,pandas
numpy.transpose(a=list[list[float]]),2,pandas
numpy.ndarray.shape = tuple[int],2,skimage
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, tuple[int])",2,skimage
numpy.ndarray == numpy.int64,2,pandas
"numpy.ndarray[tuple[int, int]] = builtins.bool",2,pandas
"numpy.interp(fp=numpy.ndarray, x=numpy.ndarray, xp=numpy.ndarray)",2,pandas
numpy.ndarray[list] = float,2,pandas
"numpy.ndarray[slice[NoneType, numpy.int64, NoneType]]",2,pandas
str in numpy.ndarray,2,pandas
"numpy.cumsum(a=numpy.ndarray, axis=int)",2,pandas
"numpy.cumprod(a=numpy.ndarray, axis=int)",2,pandas
"numpy.array(builtins.bool, copy=NoneType, dtype=builtins.bool)",2,pandas
"numpy.repeat(a=pandas.tests.extension.json.array.JSONArray, repeats=list[int])",2,pandas
"numpy.repeat(a=pandas.tests.extension.json.array.JSONArray, repeats=int)",2,pandas
numpy.array(pandas.tests.extension.decimal.array.DecimalArray),2,pandas
"numpy.argsort(a=pandas.core.arrays.string_.StringArray, kind=str)",2,pandas
"numpy.ndarray.searchsorted(numpy.ndarray, pandas.core.arrays.string_.StringArray, side=NoneType, sorter=str)",2,pandas
"numpy.repeat(a=pandas.core.arrays.string_.StringArray, repeats=int)",2,pandas
"numpy.repeat(a=pandas.core.arrays.string_.StringArray, repeats=list[int])",2,pandas
numpy.array_split,2,pandas
numpy.ndarray[int] = decimal.Decimal,2,pandas
pandas.core.series.Series - numpy.int64,2,pandas
numpy.ndarray[list],2,pandas
"numpy.ndarray[slifloate[NoneType, NoneType, NoneType]] = float",2,pandas
"numpy.asarray(a=pandas.tests.extension.decimal.array.DecimalArray, dtype=NoneType)",2,pandas
"numpy.asarray(a=list[decimal.Decimal], dtype=NoneType)",2,pandas
"numpy.round_(a=pandas.core.frame.DataFrame, decimals=int)",2,pandas
"numpy.asarray(a=list[builtins.bool], dtype=Type[builtins.bool])",2,pandas
"numpy.sum(a=pandas.core.series.Series, axis=int)",2,pandas
"numpy.repeat(a=list[int], repeats=int)",2,pandas
numpy.asarray(a=list[decimal.Decimal]),2,pandas
"numpy.array(list[decimal.Decimal], dtype=str)",2,pandas
numpy.exp(pandas.core.series.Series),2,pandas
"numpy.lexsort(tuple[pandas.core.series.Series, pandas.core.series.Series])",2,pandas
numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState),2,pandas
"numpy.asarray(a=pandas.tests.extension.json.array.JSONArray, dtype=numpy.dtype)",2,pandas
"numpy.asarray(a=pandas.tests.extension.json.array.JSONArray, dtype=Type[builtins.object])",2,pandas
"numpy.ones(shape=tuple[int, int, int, int])",2,pandas
"numpy.ones(shape=tuple[int, int, int, int, int])",2,pandas
numpy.float32 > int,2,skimage
numpy.random.normal,2,pandas
numpy.ma.numpy.datetime64ore.MaskedArray[numpy.ndarray] = numpy.datetime64,2,pandas
numpy.ma.core.MaskedArray.harden_mask(self=numpy.ma.core.MaskedArray),2,pandas
"numpy.meshgrid(kwargs=dict, xi=tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray, numpy.ndarray])",2,skimage
"numpy.zeros(tuple[int, int, int, int], dtype=Type[numpy.float32])",2,skimage
numpy.uint64 == int,2,pandas
numpy.isinf(pandas.core.frame.DataFrame),2,pandas
"numpy.ndarray[slilist[tuple[int, float, str]]e[NoneType, NoneType, NoneType]] = list[tuple[int, float, str]]",2,pandas
numpy.core,2,pandas
numpy.int64 / numpy.int64,2,skimage
"numpy.array(numpy.ndarray, dtype=Type[numpy.float32])",2,pandas
numpy.iinfo(int_type=Type[numpy.uint64]),2,skimage
numpy.asarray(a=list[numpy.ndarray]),2,pandas
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType]]]",2,pandas
numpy.ndarray /= numpy.float32,2,skimage
numpy.dtype != Type[numpy.float64],2,pandas
"numpy.asarray(a=list[pandas._libs.tslibs.timestamps.Timestamp], dtype=Type[builtins.object])",2,pandas
"numpy.asarray(a=list[pandas._libs.interval.Interval], dtype=Type[builtins.object])",2,pandas
"numpy.asarray(a=list[Union[NoneType, float]], dtype=Type[builtins.object])",2,pandas
"numpy.issubdtype(arg1=Type[numpy.int64], arg2=Type[numpy.floating])",2,skimage
numpy.ndim(a=float),2,pandas
"numpy.ndarray[slifloate[int, NoneType, NoneType]] = float",2,pandas
"numpy.zeros(tuple[int, int], dtype=str)",2,pandas
"numpy.tile(A=numpy.ndarray, reps=tuple[int, int])",2,pandas
"numpy.ma.intore.MaskedArray[tuple[int, int]] = int",2,pandas
"numpy.ma.extras.masked_all(dtype=Type[builtins.float], shape=tuple[int, int])",2,pandas
numpy.ma.core.MaskedArray.soften_mask(self=numpy.ma.core.MaskedArray),2,pandas
numpy.concatenate(list[pandas.core.indexes.numeric.Int64Index]),2,pandas
numpy.cov(m=numpy.ndarray),2,pandas
"numpy.asarray(a=pandas.core.indexes.numeric.Int64Index, dtype=Type[numpy.int64])",2,pandas
"numpy.ones(dtype=str, shape=tuple[int, int])",2,pandas
pandas.core.series.Series + numpy.float64,2,pandas
pandas.core.series.Series == numpy.dtype,2,pandas
"numpy.zeros(tuple[int, int, int])",2,pandas
"numpy.ones(dtype=Type[builtins.int], shape=tuple[int, int])",2,pandas
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.ndarray, side=str)",2,pandas
"numpy.array(list[int], dtype=Type[numpy.float64])",2,skimage
numpy.dtype == Type[numpy.uint8],2,pandas
numpy.ndarray[list[numpy.int64]],2,pandas
numpy.ma.floatore.MaskedArray[numpy.ndarray] = float,2,pandas
"numpy.array(list[Union[NoneType, int]], dtype=Type[builtins.object])",2,pandas
numpy.ndarray[int] = pandas._libs.tslibs.nattype.NaTType,2,pandas
numpy.array(pandas._libs.tslibs.nattype.NaTType),2,pandas
int == numpy.ndarray,2,pandas
"numpy.isscalar(element=tuple[float, float])",2,skimage
numpy.recarray[str],2,pandas
"numpy.ndarray[tuple[numpy.ndarray, int]] = numpy.ndarray",2,pandas
"numpy.ndarray.fill(numpy.ndarray, NoneType)",2,pandas
numpy.absolute(pandas.core.arrays.timedeltas.TimedeltaArray),2,pandas
"numpy.ndarray[tuple[numpy.ndarray, int]] = int",2,pandas
"numpy.array(pandas.core.arrays.string_.StringArray, copy=builtins.bool)",2,pandas
"numpy.array_split(ary=pandas.core.series.Series, indices_or_sections=int)",2,pandas
numpy.timedelta64 in pandas.core.indexes.category.CategoricalIndex,2,pandas
int == numpy.int16,2,pandas
"numpy.ndarray[tuple[slifloate[NoneType, NoneType, NoneType], slifloate[int, NoneType, NoneType]]] = float",2,pandas
"numpy.repeat(a=pandas.core.arrays.boolean.BooleanArray, repeats=int)",2,pandas
"numpy.repeat(a=pandas.core.arrays.boolean.BooleanArray, repeats=list[int])",2,pandas
"numpy.repeat(a=numpy.int64, repeats=int)",2,pandas
"numpy.asarray(a=pandas.core.arrays.integer.IntegerArray, dtype=NoneType)",2,pandas
"numpy.all(a=tuple[int, int])",2,pandas
"numpy.repeat(a=pandas.core.arrays.categorical.Categorical, repeats=int)",2,pandas
"numpy.repeat(a=pandas.core.arrays.categorical.Categorical, repeats=list[int])",2,pandas
float * numpy.uint8,2,skimage
"numpy.ndarray[tuple[slifloate[int, NoneType, NoneType]]] = float",2,pandas
"numpy.ndarray[tuple[slifloate[NoneType, NoneType, NoneType], slifloate[NoneType, int, NoneType]]] = float",2,pandas
"numpy.repeat(a=pandas.core.arrays.datetimes.DatetimeArray, repeats=list[int])",2,pandas
numpy.asarray(a=list[pandas._libs.tslibs.timedeltas.Timedelta]),2,pandas
pandas.core.indexes.numeric.Float64Index - numpy.ndarray,2,pandas
"numpy.percentile(a=numpy.ndarray, q=int)",2,skimage
"numpy.array(list[int], dtype=Type[numpy.uint16])",2,pandas
numpy.isscalar(element=numpy.float64),2,skimage
"numpy.array(list[int], dtype=Type[numpy.int16])",2,pandas
"numpy.array(list[tuple[int, str]], dtype=list[tuple[str, Union[Type[builtins.int], str]]])",2,pandas
"numpy.asarray(a=list[Union[float, str]], dtype=NoneType)",2,pandas
"numpy.array(list, dtype=Type[numpy.float64])",2,pandas
"numpy.array(list, dtype=Type[numpy.bool_])",2,pandas
numpy.ndim(a=list[numpy.int64]),2,pandas
pandas._linumpy.bool_s.missing.NAType + numpy.bool_,2,pandas
"numpy.ndarray.astype(numpy.ndarray, str, casting=str)",2,pandas
numpy.exp2(pandas.core.indexes.multi.MultiIndex),2,pandas
numpy.isinf(pandas.core.indexes.multi.MultiIndex),2,pandas
numpy.datetime64 in pandas.core.arrays.categorical.Categorical,2,pandas
numpy.complex64.dtype,2,pandas
numpy.bytes_.dtype,2,pandas
"numpy.array(list[datetime.datetime], copy=builtins.bool)",2,pandas
numpy.isnan(numpy.float32),2,pandas
numpy.timedelta64(numpy.timedelta64),2,pandas
numpy.dtype != Type[builtins.object],2,pandas
numpy.signbit(pandas.core.indexes.multi.MultiIndex),2,pandas
"numpy.asarray(a=pandas.core.arrays.boolean.BooleanArray, dtype=numpy.dtype)",2,pandas
"numpy.asarray(a=pandas.core.arrays.boolean.BooleanArray, dtype=Type[builtins.object])",2,pandas
"numpy.array(pandas.core.arrays.boolean.BooleanArray, copy=builtins.bool)",2,pandas
numpy.log(pandas.core.indexes.multi.MultiIndex),2,pandas
"numpy.ndarray[slice[NoneType, numpy.int64, NoneType]]",2,skimage
numpy.rad2deg(pandas.core.indexes.multi.MultiIndex),2,pandas
numpy.arctanh(pandas.core.indexes.multi.MultiIndex),2,pandas
numpy.arcsinh(pandas.core.indexes.multi.MultiIndex),2,pandas
numpy.cosh(pandas.core.indexes.multi.MultiIndex),2,pandas
numpy.arctan(pandas.core.indexes.multi.MultiIndex),2,pandas
numpy.arcsin(pandas.core.indexes.multi.MultiIndex),2,pandas
numpy.cos(pandas.core.indexes.multi.MultiIndex),2,pandas
numpy.sqrt(pandas.core.indexes.multi.MultiIndex),2,pandas
numpy.log10(pandas.core.indexes.multi.MultiIndex),2,pandas
numpy.isfinite,2,skimage
pandas.core.indexes.numpy.ndarrayase.Index == numpy.ndarray,2,pandas
